Sr No,MODULE_NAME,SUB_MODULE_NAME,API_path,HTTP_Method,API_name,Contoller_Name,Claim_name,ACTION,Role_name
1,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/{instituteId}/status/{status},PUT,Change institute status,InstituteController.changeStatus,CREATE_INSTITUTE,,
2,INSTITUTE_MODULE,INSTITUTE,/api/v1/instituteType,POST,Save institute Type,InstituteController.saveInstituteType,CREATE_INSTITUTE,,
3,INSTITUTE_MODULE,INSTITUTE,/api/v1/type,GET,Get institute type by country,InstituteController.getInstituteTypeByCountry,,,
4,INSTITUTE_MODULE,INSTITUTE,/api/v1/instituteName/{name},GET,Get institute by name,InstituteController.getInstituteName,,,
5,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/type,GET,Get institute type,InstituteController.getInstituteType,,,
6,INSTITUTE_MODULE,INSTITUTE,/api/v1/search,POST,Institute Search,InstituteController.instituteSearch,,,
7,INSTITUTE_MODULE,INSTITUTE,/api/v1/search/pageNumber/{pageNumber}/pageSize/{pageSize},GET,Paginated Institute Search,InstituteController.instituteSearch,,,
8,INSTITUTE_MODULE,INSTITUTE,/api/v1/recommended,POST,Get recommended institute,InstituteController.getAllRecommendedInstitutes,,,
9,INSTITUTE_MODULE,INSTITUTE,/api/v1/city/{cityName},GET,Get institute by city name,InstituteController.getInstituteByCityName,,,
10,INSTITUTE_MODULE,INSTITUTE,api/v1,POST,Save institute ,InstituteController.save ,CREATE_INSTITUTE,,
11,INSTITUTE_MODULE,INSTITUTE,/api/v1/{instituteId},PUT,Update institute,InstituteController.update,CREATE_INSTITUTE,,
12,INSTITUTE_MODULE,INSTITUTE,/api/v1/pageNumber/{pageNumber}/pageSize/{pageSize},GET,Paginated get all institite,InstituteController.getAllInstitute,,,
13,INSTITUTE_MODULE,INSTITUTE,/api/v1/autoSearch/{searchKey}/pageNumber/{pageNumber}/pageSize/{pageSize},GET,Auto search institute,InstituteController.getAllInstitute,,,
14,INSTITUTE_MODULE,INSTITUTE,/api/v1/{instituteId},GET,Get institute by Id,InstituteController.get,,,
15,INSTITUTE_MODULE,INSTITUTE,/api/v1/search/{searchText},GET,Search institute,InstituteController.searchInstitute,,,
